Countrycode,City,Type,Quarter,Variable,Value,Note
840,Antioch (California),Light rail,2Q2020,PKM,1041.939718,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Antioch (California),Light rail,3Q2020,PKM,1464.143163,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Antioch (California),Light rail,4Q2020,PKM,1553.114025,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Antioch (California),Light rail,1Q2021,PKM,1476.890355,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Antioch (California),Light rail,2Q2021,PKM,2008.36935,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Antioch (California),Light rail,3Q2021,PKM,2589.334264,San Francisco Bay Area Rapid Transit District (BART) - eBART
840,Atlanta,Metro,1Q2019,Pass,15832.246,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2019,Pass,16048.003,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2019,Pass,16585.014,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,4Q2019,Pass,15533.031,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,1Q2020,Pass,12068.694,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2020,Pass,3336.127,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2020,Pass,4055.208,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,4Q2020,Pass,4596.236,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,1Q2021,Pass,4440.98,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2021,Pass,5441.197,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2021,Pass,6480.94,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,1Q2019,PKM,175818.5126,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2019,PKM,178214.5134,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2019,PKM,184178.0687,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,4Q2019,PKM,172495.7031,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,1Q2020,PKM,141322.955,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2020,PKM,39065.64586,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2020,PKM,47485.99787,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,4Q2020,PKM,53821.37067,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,1Q2021,PKM,52003.34159,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,2Q2021,PKM,63715.76234,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Metro,3Q2021,PKM,75891.02779,Metropolitan Atlanta Rapid Transit Authority (MARTA)
840,Atlanta,Tram,1Q2019,Pass,80.414,City of Atlanta Streetcar
840,Atlanta,Tram,2Q2019,Pass,70.265,City of Atlanta Streetcar
840,Atlanta,Tram,3Q2019,Pass,93.537,City of Atlanta Streetcar
840,Atlanta,Tram,4Q2019,Pass,54.158,City of Atlanta Streetcar
840,Atlanta,Tram,1Q2020,Pass,56.718,City of Atlanta Streetcar
840,Atlanta,Tram,2Q2020,Pass,12.24,City of Atlanta Streetcar
840,Atlanta,Tram,3Q2020,Pass,18.255,City of Atlanta Streetcar
840,Atlanta,Tram,1Q2019,PKM,97.18951354,City of Atlanta Streetcar
840,Atlanta,Tram,2Q2019,PKM,84.9232866,City of Atlanta Streetcar
840,Atlanta,Tram,3Q2019,PKM,113.0501595,City of Atlanta Streetcar
840,Atlanta,Tram,4Q2019,PKM,65.45613543,City of Atlanta Streetcar
840,Atlanta,Tram,1Q2020,PKM,68.55018814,City of Atlanta Streetcar
840,Atlanta,Tram,2Q2020,PKM,14.79343952,City of Atlanta Streetcar
840,Atlanta,Tram,3Q2020,PKM,22.06325478,City of Atlanta Streetcar
840,Baltimore,Light rail,1Q2019,Pass,1718.598,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,2Q2019,Pass,1724.077,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,3Q2019,Pass,1338.416,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,4Q2019,Pass,1728.084,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,1Q2020,Pass,1404.656,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,2Q2020,Pass,181.562,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,3Q2020,Pass,615.634,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,4Q2020,Pass,606.48,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,1Q2021,Pass,553.637,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,2Q2021,Pass,677.746,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,3Q2021,Pass,692.896,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,1Q2019,PKM,15808.80825,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,2Q2019,PKM,15859.20774,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,3Q2019,PKM,12311.64118,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,4Q2019,PKM,15896.0668,Maryland Transit Administration (MTA) - Baltimore Light railLink
840,Baltimore,Light rail,1Q2020,PKM,12914.17908,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,2Q2020,PKM,1669.251534,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,3Q2020,PKM,5660.038987,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,4Q2020,PKM,5575.878599,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,1Q2021,PKM,5090.048641,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,2Q2021,PKM,6231.086626,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Light rail,3Q2021,PKM,6370.373264,Maryland Transit Administration (MTA) - Baltimore Light RailLink
840,Baltimore,Metro,1Q2019,Pass,1589.044,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2019,Pass,1825.884,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2019,Pass,2012.132,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,4Q2019,Pass,1915.125,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,1Q2020,Pass,1622.552,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2020,Pass,339.503,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2020,Pass,490.639,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,4Q2020,Pass,387.014,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,1Q2021,Pass,311.026,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2021,Pass,426.881,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2021,Pass,412.191,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,1Q2019,PKM,11413.5395,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2019,PKM,13114.67723,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2019,PKM,14452.43056,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,4Q2019,PKM,13755.66368,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,1Q2020,PKM,12448.81526,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2020,PKM,2604.791789,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2020,PKM,3764.362726,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,4Q2020,PKM,2969.313642,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,1Q2021,PKM,2386.305779,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,2Q2021,PKM,3275.187918,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Baltimore,Metro,3Q2021,PKM,3162.480839,Maryland Transit Administration (MTA) - Baltimore SubwayLink
840,Boston,Light rail,1Q2019,Pass,13204.135,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2019,Pass,13571.787,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2019,Pass,13321.843,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,4Q2019,Pass,11528.988,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,1Q2020,Pass,10773.138, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2020,Pass,1084.119, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2020,Pass,2990.642, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,4Q2020,Pass,3491.886, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,1Q2021,Pass,3578.126, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2021,Pass,4713.366, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2021,Pass,6044.475, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,1Q2019,PKM,51365.3613,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2019,PKM,52795.56312,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2019,PKM,51823.2568,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,4Q2019,PKM,44848.87757,MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,1Q2020,PKM,40809.34153, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2020,PKM,4106.712689, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2020,PKM,11328.74477, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,4Q2020,PKM,13227.48937, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,1Q2021,PKM,13554.17205, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,2Q2021,PKM,17854.53438, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Light rail,3Q2021,PKM,22896.86112, MBTA - Boston Green Line and Ashmont-Mattapan Line
840,Boston,Metro,1Q2019,Pass,38114.72,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,2Q2019,Pass,41630.776,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,3Q2019,Pass,38400.325,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,4Q2019,Pass,35356.033,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,1Q2020,Pass,31592.991,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,2Q2020,Pass,4733.789,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,3Q2020,Pass,10160.369,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,4Q2020,Pass,10529.619,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,1Q2021,Pass,10185.633,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,2Q2021,Pass,13947.616,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,3Q2021,Pass,18238.113,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,1Q2019,PKM,218822.6874,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,2Q2019,PKM,239008.9258,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,3Q2019,PKM,220462.3913,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,4Q2019,PKM,202984.6253,"Massachusetts Bay Transportation Authority (MBTA) - Boston ""T"""
840,Boston,Metro,1Q2020,PKM,178960.233,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,2Q2020,PKM,26814.80783,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,3Q2020,PKM,57553.96833,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,4Q2020,PKM,59645.60524,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,1Q2021,PKM,57697.07765,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,2Q2021,PKM,79007.037,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Boston,Metro,3Q2021,PKM,103310.7929,Massachusetts Bay Transportation Authority (MBTA) - Boston T
840,Buffalo,Light rail,1Q2019,Pass,1009.799,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2019,Pass,1128.924,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2019,Pass,1149.351,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,4Q2019,Pass,1116.209,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,1Q2020,Pass,829.197,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2020,Pass,353.636,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2020,Pass,439.532,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,4Q2020,Pass,377.635,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,1Q2021,Pass,345.205,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2021,Pass,421.037,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2021,Pass,565.768,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,1Q2019,PKM,4337.743406,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2019,PKM,4849.462751,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2019,PKM,4937.21,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,4Q2019,PKM,4794.843557,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,1Q2020,PKM,3558.337323,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2020,PKM,1517.559974,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2020,PKM,1886.165918,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,4Q2020,PKM,1620.547005,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,1Q2021,PKM,1481.37998,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,2Q2021,PKM,1806.79823,Niagara Frontier Transportation Authority (NFT Metro)
840,Buffalo,Light rail,3Q2021,PKM,2427.883109,Niagara Frontier Transportation Authority (NFT Metro)
840,Charlotte,Light rail,1Q2019,Pass,2090.41,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2019,Pass,2108.594,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2019,Pass,2396.557,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,4Q2019,Pass,2280.02,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,1Q2020,Pass,1980.005,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2020,Pass,605.362,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2020,Pass,639.924,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,4Q2020,Pass,696.602,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,1Q2021,Pass,563.949,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2021,Pass,699.156,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2021,Pass,858.915,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,1Q2019,PKM,18917.79581,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2019,PKM,19082.3574,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2019,PKM,21688.36543,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,4Q2019,PKM,20633.72869,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,1Q2020,PKM,16515.63596,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2020,PKM,5049.451096,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2020,PKM,5337.739969,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,4Q2020,PKM,5810.503025,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,1Q2021,PKM,4704.016598,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,2Q2021,PKM,5831.806473,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Light rail,3Q2021,PKM,7164.389717,City of Charlotte North Carolina (CATS) - Charlotte Lynx
840,Charlotte,Tram,1Q2019,Pass,68.222,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,2Q2019,Pass,43.381,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,1Q2020,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,2Q2020,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,3Q2020,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,4Q2020,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,1Q2021,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,2Q2021,Pass,0,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,3Q2021,Pass,39.13,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,1Q2019,PKM,100.7125625,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Charlotte,Tram,2Q2019,PKM,64.04109635,City of Charlotte North Carolina (CATS) - Charlotte Streetcar
840,Chicago,Metro,1Q2019,Pass,50444.955,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,2Q2019,Pass,56376.362,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,3Q2019,Pass,57691.074,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,4Q2019,Pass,53954.75,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,1Q2020,Pass,43274.386,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,2Q2020,Pass,7456.823,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,3Q2020,Pass,13072.338,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,4Q2020,Pass,12246.324,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,1Q2021,Pass,12008.588,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,2Q2021,Pass,17487.391,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,3Q2021,Pass,25036.912,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,1Q2019,PKM,512119.1297,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,2Q2019,PKM,572335.0025,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,3Q2019,PKM,585682.0094,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,4Q2019,PKM,547750.704,"Chicago Transit Authority (CTA) - Chicago ""L"""
840,Chicago,Metro,1Q2020,PKM,439755.0244,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,2Q2020,PKM,75776.35833,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,3Q2020,PKM,132841.3144,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,4Q2020,PKM,124447.3465,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,1Q2021,PKM,122031.4693,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,2Q2021,PKM,177707.1558,Chicago Transit Authority (CTA) - Chicago L
840,Chicago,Metro,3Q2021,PKM,254425.5128,Chicago Transit Authority (CTA) - Chicago L
840,Cincinnati,Tram,1Q2019,Pass,81.962,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,2Q2019,Pass,133.722,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,3Q2019,Pass,166.886,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,4Q2019,Pass,149.022,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,1Q2019,PKM,209.4647034,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,2Q2019,PKM,341.7442116,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,3Q2019,PKM,426.4991886,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati,Tram,4Q2019,PKM,380.84538,Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,1Q2020,Pass,74.094,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,2Q2020,Pass,0,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,3Q2020,Pass,21.253,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,4Q2020,Pass,73.045,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,1Q2021,Pass,77.289,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,2Q2021,Pass,136.966,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,3Q2021,Pass,176.205,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,1Q2020,PKM,189.5954764,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,2Q2020,PKM,0,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,3Q2020,PKM,54.3832518,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,4Q2020,PKM,186.9112421,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,1Q2021,PKM,197.771004,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,2Q2021,PKM,350.4755313,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cincinnati�,Tram,3Q2021,PKM,450.88227,City of Cincinnati / Southwest Ohio Regional Transit Authority (SORTA / Metro / Access) - Cincinnati Bell Connector
840,Cleveland,Light rail,1Q2019,Pass,354.598,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,2Q2019,Pass,378.26,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,3Q2019,Pass,387.741,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,4Q2019,Pass,364.264,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,1Q2020,Pass,281.295,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,2Q2020,Pass,109.198,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,3Q2020,Pass,76.211,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,4Q2020,Pass,122.541,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,1Q2021,Pass,118.879,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,2Q2021,Pass,147.374,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,3Q2021,Pass,184.142,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,1Q2019,PKM,3449.121897,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,2Q2019,PKM,3679.278644,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,3Q2019,PKM,3771.498918,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,4Q2019,PKM,3543.141638,"GCRTA - ""The Rapid"" Green Line"
840,Cleveland,Light rail,1Q2020,PKM,1587.02792,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,2Q2020,PKM,616.0801819,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,3Q2020,PKM,429.9720392,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,4Q2020,PKM,691.359563,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,1Q2021,PKM,670.6990599,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,2Q2021,PKM,831.4639528,GCRTA - The Rapid Green Line
840,Cleveland,Light rail,3Q2021,PKM,1038.90398,GCRTA - The Rapid Green Line
840,Cleveland,Metro,1Q2019,Pass,1442.11,"The Greater Cleveland Regional Transit Authority (GCRTA) - ""The Rapid"""
840,Cleveland,Metro,2Q2019,Pass,1421.771,"The Greater Cleveland Regional Transit Authority (GCRTA) - ""The Rapid"""
840,Cleveland,Metro,3Q2019,Pass,1341.918,"The Greater Cleveland Regional Transit Authority (GCRTA) - ""The Rapid"""
